,timestamp,bng_subscribers,device_name,vendor,model,os,version,hw_revision,role,ip_address
57,1759283641,837.7138960768889,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
58,1759283761,844.7997442226427,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
59,1759283881,866.1846204606102,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
60,1759284001,762.1242486926753,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
61,1759284121,754.8229852463024,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
62,1759284241,762.0405976623226,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
63,1759284361,755.2009533045199,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
64,1759284481,763.7815139214633,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
65,1759284601,766.7387053663241,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
66,1759284721,773.1600669201032,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
67,1759284841,773.9344017984359,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
68,1759284961,753.7510637602238,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
69,1759285081,732.6057161980513,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
70,1759285201,754.0086658491498,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
71,1759285321,779.799726482437,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
72,1759285441,765.1886776147887,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
73,1759285561,796.4258519697298,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
74,1759285681,756.1955381015273,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
75,1759285801,639.1088799733835,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
76,1759285921,651.9916155727136,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
77,1759286041,612.192376140197,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
78,1759286161,608.1622102422751,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
79,1759286281,637.4636831511231,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
80,1759286401,647.6582218264764,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
81,1759286521,639.4401816414143,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
82,1759286641,611.4913006834015,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
83,1759286761,621.9795038897694,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
84,1759286881,622.5476728532177,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
85,1759287001,617.1581951557754,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
86,1759287121,644.8849504059789,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
87,1759287241,643.6796903504462,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
88,1759287361,626.7151868926857,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
89,1759287481,629.1815614597414,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
90,1759287601,562.3913593456946,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
91,1759287721,556.3259801242607,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
92,1759287841,563.7672695223248,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
93,1759287961,544.3758924188527,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
94,1759288081,546.7521488146673,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
95,1759288201,552.0644164204075,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
96,1759288321,565.669021422525,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
97,1759288441,576.1799602982696,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
98,1759288561,563.759953995574,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
99,1759288681,541.1912759881108,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
100,1759288801,551.5420145439576,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
101,1759288921,558.4834371370309,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
102,1759289041,562.4184419402669,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
103,1759289161,564.6455402193171,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
104,1759289281,556.1710618610142,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
105,1759289401,489.3197719384517,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
106,1759289521,474.50018739036017,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
107,1759289641,504.57521329601923,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
108,1759289761,481.954750193654,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
109,1759289881,489.7276380931578,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
110,1759290001,493.26177275014646,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
111,1759290121,492.96925055333645,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
112,1759290241,488.4561257020212,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
113,1759290361,483.56293271537464,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
114,1759290481,485.76804573193584,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
115,1759290601,493.2720524572922,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
116,1759290721,491.4713298296844,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
117,1759290841,488.438293381964,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
118,1759290961,504.98215858695556,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
119,1759291081,493.6902243650742,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
120,1759291201,427.8569770678098,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
121,1759291321,435.0082964286907,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
122,1759291441,425.13231863380213,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
123,1759291561,433.6138731718576,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
124,1759291681,416.0533561638832,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
125,1759291801,422.5717680227024,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
126,1759291921,420.7154674093816,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
127,1759292041,421.33891243268204,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
128,1759292161,483.6944140774311,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
129,1759292281,491.474769212056,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
130,1759292401,491.21297718007463,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
131,1759292521,502.19813214986453,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
132,1759292641,499.02061066563374,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
133,1759292761,478.97444928164657,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
134,1759292881,490.73752030845117,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
135,1759293001,495.0773529427689,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
136,1759293121,506.38502453810696,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
137,1759293241,495.44425675874015,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
138,1759293361,488.8759023229382,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
139,1759293481,492.8068038065718,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
140,1759293601,491.5033209716504,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
141,1759293721,478.8205895797213,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
142,1759293841,476.2862900343146,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
143,1759293961,651.8942495522099,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
144,1759294081,656.8487628377499,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
145,1759294201,610.1070719540271,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
146,1759294321,640.6665680732302,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
147,1759294441,633.8543287061262,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
148,1759294561,620.6233361602276,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
149,1759294681,629.0090169230375,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
150,1759294801,748.0047309022144,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
151,1759294921,781.8830619597229,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
152,1759295041,769.0706028956625,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
153,1759295161,762.5673616301901,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
154,1759295281,747.8869531478792,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
155,1759295401,801.218628457374,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
156,1759295521,761.7695774338677,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
157,1759295641,766.3036342221893,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
158,1759295761,814.1406839085296,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
159,1759295881,854.0060356358617,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
160,1759296001,845.9932989889406,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
161,1759296121,813.5724782498846,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
162,1759296241,827.602951883866,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
163,1759296361,842.8470295070273,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
164,1759296481,854.9469159862907,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
165,1759296601,1074.2935471470532,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
166,1759296721,1081.7834017765022,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
167,1759296841,1043.9542488422578,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
168,1759296961,1056.1045507156418,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
169,1759297081,1038.0632126975797,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
170,1759297201,1076.0066339369378,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
171,1759297321,1081.4232275190604,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
172,1759297441,1038.4987016036189,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
173,1759297561,1205.8379575289277,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
174,1759297681,1175.1719028655755,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
175,1759297801,1206.4659584403973,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
176,1759297921,1184.6934715014008,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
177,1759298041,1208.565930866447,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
178,1759298161,1200.0194480725522,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
179,1759298281,1172.745961543894,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
180,1759298401,1303.5957482046433,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
181,1759298521,1363.864533934914,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
182,1759298641,1319.0135586265508,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
183,1759298761,1320.7377641238827,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
184,1759298881,1331.0996350319422,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
185,1759299001,1296.0058556068425,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
186,1759299121,1362.4733586958148,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
187,1759299241,1297.899430451375,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
188,1759299361,1499.5810220374358,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
189,1759299481,1421.50728086549,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
190,1759299601,1479.339783174763,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
191,1759299721,1468.478151461406,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
192,1759299841,1453.5791049340633,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
193,1759299961,1436.2385929148898,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
194,1759300081,1442.6467372048328,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
195,1759300201,2153.344617055612,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
196,1759300321,2206.2757252499323,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
197,1759300441,2171.368854392881,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
198,1759300561,2213.7222781976106,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
199,1759300681,2177.5402350671916,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
200,1759300801,2148.070581270561,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
201,1759300921,2124.1210456123413,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
202,1759301041,2145.9967766589402,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
203,1759301161,2465.974111445118,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
204,1759301281,2432.516477212944,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
205,1759301401,2448.7923550804758,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
206,1759301521,2503.7310386682684,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
207,1759301641,2547.5434639554587,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
208,1759301761,2488.204076811847,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
209,1759301881,2468.6017391230703,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
210,1759302001,2866.4676272623187,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
211,1759302121,2852.1771334563045,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
212,1759302241,2870.2502463472865,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
213,1759302361,2860.2706736075324,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
214,1759302481,2848.34482015281,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
215,1759302601,2921.58969350711,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
216,1759302721,2869.0690208554493,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
217,1759302841,2862.250745550458,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
218,1759302961,3580.4314007457674,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
219,1759303081,3680.1346595936916,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
220,1759303201,3491.5025639645223,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
221,1759303321,3697.6042993324795,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
222,1759303441,3467.079097170329,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
223,1759303561,3509.8254811309603,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
224,1759303681,3573.703406768998,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
225,1759303801,4167.271777550112,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
226,1759303921,4150.36086502697,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
227,1759304041,4242.451347794655,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
228,1759304161,4135.352794875934,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
229,1759304281,4277.454664776377,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
230,1759304401,4184.796637662001,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
231,1759304521,4090.0246310314783,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
232,1759304641,4429.338344010935,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
233,1759304761,4880.3675717192045,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
234,1759304881,4775.917576556172,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
235,1759305001,4899.795283672561,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
236,1759305121,4961.037943609179,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
237,1759305241,4963.520505271409,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
238,1759305361,5023.451072547366,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
239,1759305481,5079.59885469705,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
240,1759305601,5578.987304061445,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
241,1759305721,5623.1312162139075,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
242,1759305841,5661.5091311012,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
243,1759305961,5647.665678626963,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
244,1759306081,5612.151933434026,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
245,1759306201,5719.083225641899,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
246,1759306321,5536.385223174294,PE-5,Juniper,MX960,Junos,21.3R1,hw3958888,PE,10.2.2.5
